Sample,0.55,0.599999,0.649999,0.699999,0.749999,0.799998,0.849998,0.899998,0.949997,0.999997,1.05,1.1,1.15,1.2,1.25,1.3,1.35,1.39999,1.44999,1.49999,1.54999,1.59999,1.64999,1.69999,1.74999,1.79999,1.84999,1.89999,1.94999,1.99999,2.04999,2.09999,2.14999,2.19999,2.24999,2.29999,2.34999,2.39999,2.44999,2.49999,2.54999,2.59999,2.64999,2.69999,2.74999,2.79999,2.84999,2.89999,2.94999,2.99999,3.04998,3.09998,3.14998,3.19998,3.49998,3.54998,3.59998,3.64998,3.69998,3.74998,3.79998,3.84998,3.89998,3.94998,3.99998,4.04998,4.09998,4.14998,4.19998,4.24998,4.29998,4.34998,4.39998,4.44998,4.49998,4.54998,4.59998,4.64998,4.94997,4.99997,5.04997,5.09997,5.14997,5.19997,5.24997,5.29997,5.34997,5.39997,5.44997,5.49997,5.54997,5.59997,5.64997,5.69997,5.74997,5.79997,5.84997,5.89997,5.94997,5.99997,6.04997,6.09997,6.14997,6.19997,6.24997,6.29997,6.34997,6.39997,6.44996,6.49996,6.54996,6.59996,6.64996,6.69996,6.74996,6.79996,6.84996,6.89996,6.94996,6.99996,7.04996,7.09996,7.14996,7.19996,7.24996,7.29996,7.34996,7.39996,7.44996,7.49996,7.54996,7.59996,7.64996,7.69996,7.74996,7.79996,7.84996,7.89996,7.94996,7.99996,8.04996,8.09996,8.14995,8.19995,8.24995,8.29995,8.34995,8.39995,8.44995,8.49995,8.54995,8.59995,8.64995,8.69995,8.74995,8.79995,8.84995,8.89995,8.94995,8.99995,9.04995,9.09995,9.14995,9.19995,9.24995,9.29995,9.34995,9.39995,9.44995,9.49995
1,28.486874,1.08E+01,-24.964577,-106.53298,-85.888395,-80.476262,-93.40221,-123.1826042,-146.295071,-162.134215,-116.243507,-16.407366,-107.72615,-97.843698,-98.82978,-194.26277,-258.99225,-188.420339,-131.417491,-211.596399,-110.981893,-23.369954,37.644601,99.24033,-118.4962196,-80.91269,-65.389,-237.30306,-298.653574,-138.10307,-351.056228,-189.01629,-261.165891,-196.31449,-135.519553,-194.92752,-200.187161,-221.25201,-256.19754,-35.906891,-214.29258,-196.24069,-314.93032,-227.559748,4.768505,-124.227202,55.770698,9.539691,0.6593769,145.677343,-11.076938,-74.19783,-55.20851,-49.52945,-57.919823,-333.61989,-139.98871,694.5891,-71.07263,19.49609,-264.43505,157.68688,-220.897173,-136.394816,423.80491,-114.6502,-291.50948,-245.27808,-27.77558,-87.607295,-114.82658,-21.20726,78.81576,35.80842,98.65963,86.85886,146.067707,149.8569678,18.407239,-60.2041079,12.540845,9.223248,-80.68234,147.5768788,63.906334,36.392302,-75.355644,55.335261,-15.79174,10.895278,11.581938,33.567345,23.8089793,32.346119,44.942248,74.00634,70.25031,59.11285,78.93948,127.6784,123.6081,153.47309,108.80303,82.556418,105.3899524,126.4404362,62.955307,-81.59504144,-29.276005,83.740975,1.690809,421.160355,-194.975386,-207.51148,-10.347743,149.33947,158.10569,119.34393,423.067237,167.114028,-225.751004,-29.594039,53.459006,-92.57842,58.574548,-21.9224706,-41.868842,363.34612,-38.97374,-288.41674,-131.461161,-110.626114,-93.696966,-127.3206311,-129.349285,52.2681047,134.458087,18.56403,-56.5715903,2.51828517,8.185636,-5.291176,-8.78167931,36.336848,22.255615,36.242883,23.296489,35.573454,37.820267,12.913938,41.0677476,38.597082,38.46519,37.7788766,37.756323,4.13E+01,47.23086,38.687245,40.645734,37.477526,38.45701392,39.058807,43.16939,38.9538081,38.424053,38.189519,36.749934,39.8366504,33.777211,35.127034
2,18.051655,5.18E-01,-42.796744,-117.01399,-108.626085,-54.2476088,-79.9055,-44.2899567,-59.279268,-45.135927,-32.3929211,25.794795,-14.9045,89.985513,-34.12101,-115.28152,-121.43678,-52.692677,-81.619572,-130.053522,-64.421711,-72.028359,-41.936584,-23.733243,-32.4727473,-83.48764,-74.21794,-205.42489,-198.157762,-168.51166,-272.94854,-199.30446,-257.548899,-179.86405,-170.221542,-134.65186,-167.312802,-136.97468,-322.54929,-116.602997,-140.21599,-54.58026,-308.98093,-17.308235,-59.958679,-115.827305,107.710597,55.525141,20.9638756,53.707269,-20.065928,-92.31341,-91.54978,-152.108746,-215.700246,-340.73577,-111.33356,833.0234,-289.88329,106.75274,-53.3806,-243.26314,-304.255687,-185.648577,615.67432,-167.442,-252.93082,-161.26091,-86.88612,-104.246246,-131.54514,60.39158,86.89494,112.27684,120.75731,62.92346,35.44304,-18.6006887,45.317686,-12.0491243,15.529841,24.068975,-83.42989,48.5869743,-65.334193,9.299871,-90.5137077,31.466229,-96.33988,11.62996,32.521988,29.046415,31.3798909,41.92716,44.865381,103.968,85.0877,91.60489,111.89444,185.3625,123.54832,170.69209,91.57499,55.892235,38.2016527,14.5471202,73.110524,-42.96184685,-50.095916,-38.016361,55.9884,32.812379,-16.838827,-94.7971,78.987309,234.05178,218.75217,303.16169,104.046782,99.807695,-47.339523,-29.505586,64.232785,-84.86341,5.792627,-33.5394143,-49.687045,-58.02077,-107.75924,-93.4175,-100.946795,43.902893,-88.220814,-17.7163993,-87.756728,14.4623925,31.349553,31.131603,8.4528502,-19.88617266,22.050652,12.711473,-5.719381,32.613899,22.026989,33.408123,14.990495,30.71897,30.016449,11.061313,30.4363847,35.428083,34.246432,33.5678598,33.661354,3.00E+01,37.699935,34.336698,31.070136,30.43036,33.53851634,32.123038,44.829,30.3895421,35.161644,30.782021,31.400402,30.5714622,32.702702,28.481952
3,26.694106,7.20E+00,-34.329951,-105.48995,-97.450093,-53.8009564,-87.70599,-71.1872469,-104.99669,-107.778879,-66.6359699,-21.265165,-18.00102,-23.489729,-106.21352,-141.36812,-161.38726,-7.721959,-77.599242,-156.309677,-87.2349,6.930907,62.998101,171.185864,-53.5470237,-95.72153,-50.99211,-205.1521,-256.354873,-177.68629,-325.982258,-220.23343,-269.09331,-194.72488,-122.885196,-164.75015,-154.330627,-116.28045,-314.36872,-135.920316,-173.82507,-107.44955,-322.77204,-29.833634,-103.500876,-107.823755,70.603568,60.073809,20.4743296,167.231307,-23.547391,-78.04724,-72.9101,-136.280747,-259.630199,-357.43338,-153.66853,530.1977,-348.41199,-75.56779,-198.45224,-306.98549,-369.533198,-260.899929,283.6376,-220.5797,-297.16057,-264.09394,-122.21661,-137.258316,-117.54839,51.81218,71.09719,108.20943,99.43236,61.74096,37.411649,-9.4862756,57.900168,2.8703056,17.093436,36.395141,-86.12677,37.4697296,-65.552227,9.166609,-97.8368361,32.286133,-103.93133,23.790692,33.659825,34.482291,33.7892744,45.123942,59.032805,107.16173,93.11672,112.35697,128.71413,188.8444,148.41149,184.01618,116.48654,81.094219,70.9719314,44.4192895,97.321244,-18.65068581,-26.19089,-24.248828,71.611715,50.352784,96.654539,-139.60839,104.151927,217.245,208.15946,291.46167,103.796432,130.881637,-67.557392,-41.592919,32.32786,-92.90448,-6.894329,-49.5105367,-71.969411,-46.93905,-80.70772,-88.09431,-124.770957,-42.484747,-94.949082,-34.5655954,-97.323731,-0.3688645,27.11712,34.807655,13.0204823,-29.17079693,33.835352,11.068125,-11.63468576,30.213681,28.105828,33.586708,17.522693,31.854402,31.743482,10.031884,32.1136189,35.134133,33.993802,35.8668685,37.021055,3.55E+01,47.632881,39.482768,35.848504,35.223177,35.97541075,35.802536,45.109722,33.1464909,35.27924,33.540783,35.391911,35.3381076,36.477912,33.408693
7,25.40327,1.03E+01,-30.271742,-94.46051,-83.334042,-27.4046929,-33.71775,-4.8239745,-42.343163,-68.381166,-44.5993373,66.181967,55.12973,75.12488,-80.1597,-88.50185,-55.32164,471.26531,4.923212,28.832498,-27.80184,-38.498027,-4.633197,21.064102,27.6077119,-73.51956,-63.36126,-255.02731,-239.620799,-169.55592,-350.028104,-227.56913,-247.088886,-152.24049,-183.689298,-130.42869,-206.405875,-240.42426,-288.26687,-150.14385,-141.77139,-59.20232,-321.28708,-151.787844,-70.700392,-119.787509,69.181071,34.629609,15.8719571,16.843779,-58.412245,-74.70953,-83.95866,-149.202931,-228.131836,-400.12974,194.69892,469.7938,-409.04832,-176.68402,-139.12466,-449.11636,-351.442173,-149.533584,202.26852,-267.2108,-296.54534,-208.04788,-182.31347,-58.240571,-152.59139,42.85483,67.04405,127.97714,70.11275,80.86933,48.947899,-46.960362,41.299754,-2.0324973,56.600488,43.715013,-73.38553,13.4244689,-89.168556,32.499063,-62.4126719,30.906918,-199.95935,11.45202,55.259275,42.02609,38.0719675,35.516975,40.590629,93.62398,95.50361,90.29727,120.19721,160.8723,117.55014,141.00737,84.0086,47.775944,44.6011562,20.3872306,89.623346,-13.89931925,-42.598583,-19.203195,72.074553,2.311954,204.454089,-158.70114,29.165656,178.27491,176.15332,229.20197,61.350422,296.609009,-124.413807,-41.28187,84.9586,-79.08481,66.624906,-1.0623993,-59.041655,-60.34936,229.60671,-190.19968,-85.816498,74.14138,-67.949585,25.5869155,-96.916487,38.9590634,18.916827,125.114836,-24.4905104,-3.91850298,68.823671,9.314049,-10.27225226,31.985757,21.280967,32.931423,23.192508,32.631573,32.553404,24.645372,32.5667017,32.277663,33.182294,33.7148626,33.518817,3.15E+01,43.66423,37.395463,33.401151,32.88247,32.97075698,34.165895,44.537345,31.4973696,34.701349,32.250866,32.853013,32.1497368,32.828722,30.221835
8,-7.796115,-1.19E+01,-67.581441,-148.79199,-132.284859,-63.8550535,27.0399,78.1504012,26.601307,17.259967,-22.8219041,76.217617,165.50738,259.438686,54.4791,13.13851,194.10887,1295.922497,63.376297,78.499344,34.350491,21.980469,35.987917,46.534626,61.7624336,-22.83898,-19.40613,-147.1525,-130.18029,-118.54131,-212.14783,-183.136,-226.182117,-123.53907,-140.103189,-95.86971,-99.42054,36.9661,-305.31252,-124.976038,-147.11957,54.84248,-317.88394,302.11889,87.145592,-117.761188,-5.282483,10.821903,15.6421994,64.812686,-58.261706,-65.65405,-90.42536,-116.100733,-142.681019,-264.46111,1065.11397,779.4852,-332.87826,121.25714,362.51758,-439.92913,-270.832186,-146.964292,601.28005,-169.0597,-227.58447,-83.39439,-156.71195,4.814468,283.65053,187.72791,99.98877,194.93524,144.22576,108.48699,77.889849,-95.3658977,23.763216,-16.3838252,56.330899,28.406897,-89.13499,-29.2227923,-102.27785,22.751618,-63.6898708,-3.18981,-201.37411,-16.07357,24.523079,15.729889,-4.6068759,25.686987,22.336075,67.29508,83.99334,78.02148,102.63911,107.7677,108.90236,99.12198,61.19562,11.307692,0.2929634,-4.710443,54.947513,-18.78589406,-39.100735,-29.099182,57.570573,23.922926,5.860414,81.30831,37.926241,138.31391,113.82002,144.82876,36.281274,40.406309,128.662682,-31.877237,119.209318,-42.9794,98.141696,13.7709553,-61.441813,-60.11212,-98.43161,21.0804,-82.486856,152.052387,-70.116331,4.6913633,-29.652937,4.5974709,3.877166,19.534359,249.8268854,2.00996795,141.844553,57.165662,-19.50151221,11.378795,9.435735,6.333669,-2.483857,8.345991,5.703843,-1.388481,4.810936,6.905652,8.96195,9.6599897,5.711851,5.75E+00,10.753897,16.312416,9.845361,8.055223,11.35602372,2.687958,21.608612,2.0787319,7.869065,14.112415,13.937682,10.7063348,12.999043,5.308076
9,31.206068,1.50E+01,-9.640354,-103.66068,-75.561262,-34.7241956,-40.80232,-12.7836263,-59.375273,-112.089997,-44.0911679,17.551502,-19.20784,21.43612,-111.7274,-130.30477,-175.76748,151.690412,-47.120872,-95.794134,-45.680038,-26.889858,-2.864749,45.778578,43.4013523,-63.66825,-73.03766,-263.25729,-263.073295,-142.50474,-379.277793,-211.94285,-252.566979,-164.63878,-187.437689,-174.60987,-210.116742,-241.97204,-321.04563,-71.03256,-270.73536,-142.84562,-326.34243,-260.175049,-37.39213,-119.201085,35.519546,-41.748272,7.6621823,21.793092,-26.432724,-67.85233,-46.09725,-91.891934,-185.661485,-471.45996,-49.68338,300.1323,-377.72399,-374.4701,-442.15821,-399.29825,-356.309029,-147.629935,49.77945,-246.1182,-290.58509,-189.39981,-230.10924,4.975414,-143.9088,-41.05153,109.68558,72.12897,104.9184,64.1226,12.000413,-86.5497752,12.344971,-69.1137592,6.320511,31.830091,-67.63173,-28.1044549,-73.784981,20.126818,-62.412878,46.600011,-247.86273,14.411875,43.828129,59.880897,38.6703012,52.538704,70.584711,91.63785,108.54729,80.30075,96.5769,121.4574,135.00601,137.72545,119.15456,82.882707,92.4174441,120.1921587,39.095527,-45.8531503,4.921907,77.417846,436.37153,109.588714,-202.826604,-219.12388,-56.874671,79.24805,88.43713,53.65013,342.784548,74.86982,-259.804296,-69.360083,4.405939,-100.96482,60.495587,40.2182314,452.620238,35.6099,-43.55573,-290.47991,-132.386666,-72.890329,-96.295415,-109.7409905,-125.485198,176.3199003,45.796801,28.834236,-51.5947087,26.07009365,-38.074935,2.775525,-6.22160338,41.151383,25.848372,38.11524,28.539282,35.822675,37.714143,25.58178,41.8313314,38.462793,39.988768,38.3094386,39.191652,4.07E+01,45.887151,38.208212,39.99706,37.889856,37.69441377,39.289354,42.257855,39.2213438,38.420082,39.116348,36.817418,40.3749076,34.155833,36.201542
13,30.233414,1.35E+01,-7.407332,-103.26459,-74.254197,-41.0425855,-48.1722,-28.9424834,-88.613978,-111.419087,-57.2711285,63.990749,-34.09136,-19.537005,-109.55591,-176.50617,-219.5504,-102.292992,-79.913381,-191.749234,-86.925891,-78.742104,-66.978357,27.443536,49.9554126,-87.64322,-96.15474,-243.6436,-235.799774,-141.10923,-341.20548,-215.07148,-263.113172,-190.74583,-197.219113,-183.786,-204.005268,-338.45909,-256.31886,118.2901,-254.85553,-134.72661,-312.36276,-303.966512,313.158559,-119.264747,80.273908,-45.507134,1.5842201,23.295467,-41.382303,-86.80254,-22.47832,3.477871,-226.71971,-419.45139,-186.22967,257.3491,-285.05289,-238.79001,-356.20489,-296.88757,-401.671368,-229.770253,85.35652,-210.9858,-305.46329,-196.65186,-145.1112,-124.07285,-52.10662,-24.29611,63.58199,62.22898,80.21311,61.48737,-64.479619,-116.7872568,20.01352,-39.8804119,-6.568334,1.414255,-78.97646,-39.6441898,-80.540847,17.858975,-78.1535012,40.424108,-118.9957,5.203027,35.969909,54.273633,32.7227034,46.149328,62.078531,92.67524,97.52719,82.96444,111.4906,152.4282,145.07246,160.02242,127.63252,96.025645,82.8199246,136.4990198,63.150825,-91.06325776,-36.696561,125.688996,58.431208,375.270547,-197.303571,-223.2628,-43.480143,142.9835,81.59362,163.82107,244.698589,116.105686,-259.938685,-72.62279,2.007207,-130.98597,17.582227,-29.4048137,-16.684548,355.29314,-79.19551,-288.02292,-124.6525,-94.529,-77.182648,-120.4647068,-132.382932,107.1744854,118.213851,19.991994,-43.0405602,18.68918843,-17.131976,-8.573505,-7.62015233,40.150926,23.471245,40.193207,23.529429,35.268039,40.186458,13.934244,40.5210424,37.44998,38.847608,40.6322373,38.479522,4.10E+01,50.832916,39.405929,39.983536,36.828603,37.6179725,38.438454,44.967589,37.6938863,38.02717,37.701314,36.594834,40.9804426,34.116795,35.50765
14,-25.754353,-3.87E+01,-74.914601,-110.58835,-115.077602,-43.6496081,-82.87122,37.4003596,-26.250009,-61.72229,-7.7786331,81.278371,46.88399,76.490681,-17.30776,-81.64321,-80.75095,150.317612,-35.096129,-146.924559,-53.461265,-62.330532,-29.846387,2.166162,44.4410035,-58.97538,-69.24101,-215.55785,-207.715816,-156.25769,-306.523522,-221.13856,-253.696913,-173.45775,-176.717771,-134.27912,-70.372029,-66.55646,-315.5882,-106.52388,-112.0813,113.48166,-303.98068,260.681978,46.917291,-104.218057,101.798976,17.087626,-4.2713424,41.227606,-46.098579,-95.87992,-99.67558,-79.86982,-135.661139,-342.55635,368.79038,214.4087,-331.43567,-56.79381,-112.36479,-450.88281,-308.10098,-154.792987,293.71386,-180.5485,-241.35576,-211.05845,-30.69533,-36.334543,38.8553,251.80719,226.50114,210.80688,215.81273,205.58014,70.263279,-48.5428601,-22.482181,-67.1369945,18.203878,26.379345,-46.55375,-2.4922597,-76.204341,21.494232,-66.717848,17.567022,-172.70903,-17.698655,24.101448,33.930325,18.730586,26.197164,44.048133,113.42139,116.7489,117.09084,156.8835,226.4673,196.91572,221.43759,154.12812,127.407737,109.7901754,69.7341673,145.73195,10.39837032,46.921358,36.446371,143.153554,87.552385,10.221878,61.85153,215.68704,344.96657,332.02426,409.4463,325.038993,146.542203,80.320289,68.050388,114.280843,-70.64001,55.908716,-39.4583016,-64.827453,-80.33736,-134.00933,-105.3771,-87.906855,-16.519001,-90.330956,-21.4622837,-78.618528,-26.0096122,-1.908851,-4.09952,88.8387163,-48.30823449,37.426245,-13.331265,-43.412171,-1.936334,-1.280725,-3.052067,-19.796811,-4.734777,-4.568628,-27.728542,0.1290723,-1.908629,2.08628,0.3632455,3.42227,-3.84E+00,8.365053,-2.082757,-5.572011,-4.351938,0.01333465,7.102609,3.697393,-0.8095581,5.234038,-2.089358,3.855957,-0.1335432,2.519963,-6.23003
15,29.378054,1.26E+01,-28.909834,-100.64907,-84.377479,-8.4597669,-30.76655,44.7520051,-9.525972,-62.102977,15.2073244,59.817576,108.12468,102.894585,-36.7827,-117.87446,-87.57454,264.56801,-1.197322,-81.306859,-15.219456,-30.437169,15.147468,75.004904,121.6496231,-41.0947,-60.51776,-274.56038,-268.724062,-164.88024,-380.960701,-239.29659,-254.976789,-176.07941,-175.976729,-154.15034,-177.326128,-99.55724,-341.9756,-149.438428,-234.29839,-152.34512,-330.92403,-67.325946,-134.318689,-132.820602,27.512554,5.018079,11.7904668,27.950457,-60.231225,-74.20189,-67.48306,-138.599121,-147.352767,-359.81952,27.85274,785.8792,-248.6335,99.10044,27.13011,-192.18327,-321.693523,-204.389136,434.02416,-155.1953,-286.84305,-247.53099,-69.98503,-95.768633,-114.59704,42.1708,29.09231,135.94419,113.49427,93.62652,-52.768787,-112.2100224,48.359401,15.006456,21.114512,9.236679,-92.93761,-35.0731152,-109.658682,11.540006,-93.9966369,25.384557,-59.8822,22.070142,56.565033,52.023381,42.4322537,50.21617,60.193193,82.76605,78.88102,66.6156,84.88216,111.1036,83.97114,108.47706,69.52178,49.196938,39.021558,12.3301667,57.559295,-35.82204194,-81.231945,-38.784454,52.340177,-13.49432,46.264,-188.78859,-15.970204,85.88712,42.34193,87.91598,-37.280351,172.629232,-163.938392,-99.807206,-8.383806,-107.81524,6.508624,-35.0931673,-69.377574,-62.24231,126.0722,-205.45464,-108.86237,-1.326861,-79.287856,3.4984168,-106.394436,17.8744149,22.988765,81.278248,-25.2868616,0.04330832,57.449418,19.940484,-9.8379892,35.008925,24.141829,36.405775,20.92628,33.731368,38.612215,17.307991,38.7421207,35.478685,36.854536,34.4132976,38.279224,3.45E+01,50.425013,43.419392,35.013417,35.302392,35.59784022,36.634359,42.95119,32.4707833,35.342551,36.147394,37.863583,36.5019496,35.935343,32.664154
19,24.242617,8.71E+00,-29.819277,-94.05091,-80.977343,-30.4447845,-37.56775,21.039183,-50.15379,-124.696094,-42.8333461,23.091545,40.52617,59.827879,-71.96241,-110.0665,-65.05428,488.846766,-48.141341,-96.734588,-50.70445,-54.716295,-31.863314,-22.810487,1.9078085,-81.74525,-77.55807,-271.11921,-286.392208,-176.70694,-371.72046,-241.64469,-257.509746,-173.05854,-194.069713,-165.4958,-200.87404,-172.84125,-322.31461,-143.292486,-162.99958,25.25338,-321.95415,7.607955,-2.600567,-117.446172,20.636695,-14.929137,13.7522116,14.919066,-83.447922,-63.52433,-82.82847,-146.081977,-271.022633,-504.12718,257.82416,218.6829,-541.69496,-313.46277,-320.40861,-713.39944,-444.447315,-201.589567,115.4687,-342.183,-293.14176,-222.58784,-276.01391,-41.353008,-96.24781,80.95102,91.33679,130.46929,140.41572,119.27761,10.53787,-46.6295338,33.142077,-31.1093,38.004676,40.438288,-66.76307,-3.7307613,-83.371069,33.088787,-61.9980887,20.491926,-318.76134,18.507423,48.169034,51.091959,35.1299781,53.479226,68.730145,100.03358,107.56767,100.18982,119.89214,136.9917,131.45961,135.45519,106.5711,77.342288,76.1121178,54.3682639,94.262544,6.44848827,-7.41172,7.270034,88.47053,34.599345,169.375107,-122.76905,59.494444,145.5764,114.8501,133.64389,80.135311,175.962485,-74.577845,-45.129636,59.506028,-101.51886,59.42335,-1.4835858,-73.371166,-69.07129,45.7138,-120.54835,-108.437543,55.339692,-86.316405,0.5494128,-95.674581,21.7745706,21.753107,85.46944,28.811361,1.59548788,71.328929,12.780054,-8.01069242,33.136103,21.984703,32.270756,17.391518,32.679164,35.705368,12.79097,32.207844,31.372645,35.48064,33.9502463,34.260081,3.29E+01,42.997273,40.083585,34.229409,33.224955,32.1515979,33.263168,39.140232,30.8119924,36.771529,31.768081,35.778171,31.9608191,32.489826,31.289168
20,27.637123,1.15E+01,-27.560825,-92.18331,-82.701329,-30.4848576,-37.70376,30.1071033,-12.563056,-41.517167,0.9511204,44.834834,30.22252,112.588106,-33.02115,-50.49879,-45.4668,283.159599,-38.329316,2.146399,-10.744591,-23.374215,31.100138,25.543772,43.8163794,-73.38394,-72.56003,-245.03856,-223.042092,-169.82466,-343.466448,-223.02233,-250.639217,-160.34977,-196.618223,-122.38007,-197.207204,-233.15294,-334.76349,-141.948818,-203.74317,-67.88159,-326.79166,-134.432621,-71.862915,-113.519567,41.606888,5.062962,11.835795,53.496886,-30.837632,-63.15161,-75.79061,-159.963105,-207.001376,-434.85676,99.347,544.4255,-463.30527,-143.82772,-219.46195,-556.81557,-384.650475,-229.832168,348.38763,-280.5289,-281.43576,-243.41728,-222.95646,-53.604352,-168.93743,53.53678,93.4165,128.96035,78.07387,91.84276,50.583051,-87.2506057,35.788669,-33.8383709,23.022419,22.891356,-80.11302,-0.8811091,-73.782751,23.33089,-69.9571001,19.184388,-259.26097,16.596976,48.176815,43.257691,27.5425384,45.397802,59.159267,86.36257,92.16673,80.84573,96.77767,125.2787,100.99624,112.83216,72.41603,38.443488,33.9160697,21.4251606,54.990743,-10.29553299,-38.657305,-17.99548,54.948007,14.771102,160.960269,-171.48877,-10.339544,104.08466,98.4674,136.70431,39.364377,152.105729,-122.011486,-76.41979,-9.12434,-111.43909,42.32045,-26.6862969,-64.158942,-65.50584,87.5827,-132.37158,-113.147916,50.53608,-86.214553,-3.0140531,-98.422023,21.1450611,18.032508,71.683355,26.4306264,-4.10145361,26.345977,1.653566,-10.76094501,32.376858,30.451724,33.827961,31.565389,36.692282,38.394034,32.409882,34.8457536,34.713478,36.924169,35.2145054,36.044123,3.45E+01,42.820479,37.561695,35.255809,34.585601,37.42589062,36.73066,40.954264,34.6106191,38.157579,35.624509,36.811715,34.7311597,37.086461,32.852731
21,15.304199,-8.64E-03,-40.842368,-108.17252,-99.919746,-52.1746378,-63.07078,-39.2802423,-67.840839,-118.028217,-84.2967358,1.762994,-41.51544,-27.111024,-162.61847,-128.74927,-146.47662,120.585113,-97.987632,-103.23103,-45.679841,-56.754505,-10.366088,7.991689,4.6295054,-93.87922,-76.01684,-241.67021,-217.613294,-175.04997,-340.072656,-237.34158,-260.085275,-178.11134,-218.69792,-147.32629,-193.902582,-180.0822,-336.36532,-155.605531,-271.92639,-104.24369,-325.8822,-148.34179,-172.878638,-128.452547,63.05562,14.249367,-2.3094669,52.891871,-39.955286,-73.91373,-83.24401,-169.652278,-237.135961,-455.68681,-10.51642,370.5155,-489.34854,-181.01889,-298.69484,-577.23172,-382.814295,-185.291642,231.3234,-247.4524,-267.34522,-193.02554,-179.79645,-30.31671,-115.77089,102.17647,151.94212,128.83002,87.95489,104.47712,20.05343,-68.3192756,35.613572,8.0883409,18.579451,64.740132,-60.06432,17.2775429,-81.931673,40.507386,-67.8067537,35.50908,-257.97863,16.670826,42.715145,41.209698,30.989551,36.629369,47.446397,105.46661,96.29131,104.21725,132.39887,182.2905,136.74342,164.5628,112.41275,83.144232,73.3818839,48.0123834,91.868553,-1.61286428,7.797668,15.116413,87.842534,52.182568,95.361611,-91.32364,111.352521,235.6417,237.89266,298.35473,149.991748,137.615746,-49.019338,-10.605474,60.447636,-88.58413,49.585078,-17.1402777,-71.777359,-69.60864,-107.67891,-74.55892,-111.869548,46.079051,-90.173206,-19.0548797,-95.930073,-1.5816138,20.173192,19.163267,37.1137045,-21.55947317,27.050841,-1.224347,-17.34162511,22.284214,20.1736,26.191593,12.689097,27.594432,31.095258,6.502334,26.9069832,26.36265,27.031248,26.0670365,22.599145,2.67E+01,25.669051,35.446489,28.441443,26.141194,28.1937068,27.161251,32.739766,24.6372126,26.833971,25.755597,28.930549,24.7214949,27.356502,23.739703
